Report Date,Cash Flows from Operating Activities,Cash Received from Sales of Goods and Rendering of Services,Net Increase in Customer Deposits and Interbank Deposits,Net Increase in Borrowings from Central Bank,Net Increase in Funds Borrowed from Other Financial Institutions,Cash Received from Premiums of Original Insurance Contracts,Net Cash Received from Reinsurance Business,Net Increase in Deposits and Investments from Policyholders,Net Increase in Cash from Disposal of Trading Financial Assets,"Cash Received from Interest, Fees, and Commissions",Net Increase in Funds Borrowed,Net Increase in Funds from Repurchase Business,Tax Refunds Received,Other Cash Received Relating to Operating Activities,Subtotal of Cash Inflows from Operating Activities,Cash Paid for Goods and Services,Net Increase in Loans and Advances to Customers,Net Increase in Deposits with Central Bank and Interbank Deposits,Cash Paid for Claims of Original Insurance Contracts,"Cash Paid for Interest, Fees, and Commissions",Cash Paid for Policy Dividends,Cash Paid to and for Employees,Taxes Paid,Other Cash Paid Relating to Operating Activities,Subtotal of Cash Outflows from Operating Activities,Net Cash Flow from Operating Activities,Cash Flows from Investing Activities,Cash Received from Return of Investments,Cash Received from Investment Income,"Net Cash Received from Disposal of Fixed Assets, Intangible Assets, and Other Long-term Assets",Net Cash Received from Disposal of Subsidiaries and Other Business Units,Other Cash Received Relating to Investing Activities,Cash Received from Decrease in Pledged and Time Deposits,Net Increase in Cash from Disposal of Available-for-Sale Financial Assets,Subtotal of Cash Inflows from Investing Activities,"Cash Paid for Acquisition of Fixed Assets, Intangible Assets, and Other Long-term Assets",Cash Paid for Investments,Net Increase in Pledged Loans,Net Cash Paid for Acquisition of Subsidiaries and Other Business Units,Cash Paid for Increase in Pledged and Time Deposits,Other Cash Paid Relating to Investing Activities,Subtotal of Cash Outflows from Investing Activities,Net Cash Flow from Investing Activities,Cash Flows from Financing Activities,Cash Received from Capital Contributions,Cash Received by Subsidiaries from Minority Shareholders' Investments,Cash Received from Borrowings,Cash Received from Issuing Bonds,Other Cash Received Relating to Financing Activities,Subtotal of Cash Inflows from Financing Activities,Cash Paid for Repayment of Debts,"Cash Paid for Distribution of Dividends, Profits, or Payment of Interest",Dividends and Profits Paid by Subsidiaries to Minority Shareholders,Other Cash Paid Relating to Financing Activities,Subtotal of Cash Outflows from Financing Activities,Net Cash Flow from Financing Activities,Effect of Foreign Exchange Rate Changes on Cash and Cash Equivalents,Net Increase in Cash and Cash Equivalents,Opening Balance of Cash and Cash Equivalents,Closing Balance of Cash,Opening Balance of Cash,Closing Balance of Cash Equivalents,Opening Balance of Cash Equivalents,Closing Balance of Cash and Cash Equivalents,Data Source,Audit Status,Announcement Date,Currency,Report Type,Update Date
20250930,,138791719991.59,-8659745768.25,,,,,,,2171830654.51,,,,4429717886.39,136733522764.24,8595277757.58,358885355.55,12507272127.36,,105733217.59,,12393481128.92,59108713942.04,7567357079.93,98536720608.97,38196802155.27,,13105136000.0,80202855.44,87042.0,,24708323.39,,,13210134220.83,2282862269.89,16345831315.16,,,,4808731.52,18633502316.57,-5423368095.74,,,,,,,0.0,,37212595804.69,2541434067.5,6031207701.59,43243803506.28,-43243803506.28,2742531.2,-10467626915.55,169970089257.83002,,,,,159502462342.28,定期报告,未审计,20251030,CNY,合并期末,2025-10-29T18:12:19
20250630,,95086614960.23,-2516653584.5,,,,,,,1473395060.41,,,,3959173739.04,98002530175.18,6076043334.62,-254734305.26,25410788169.25,,43850389.39,,9965785368.0,41669889456.55,4071846731.3,84883469143.85,13119061031.33,,1345136000.0,37526953.08,47377.0,,2342622.58,,,1385052952.66,1595995809.23,100000000.0,,,,3408107.12,1699403916.35,-314350963.69,,,,,,,0.0,,34671161737.19,,5221651894.59,39892813631.78,-39892813631.78,3276962.98,-27084826601.16,169970089257.83002,134399293656.67,164297949257.83002,8485969000.0,5672140000.0,142885262656.67,定期报告,未审计,20250813,CNY,合并期末,2025-08-12T20:32:03
20250331,,56144062118.93,-8012747752.04,,,,,,,763757661.18,,,,1689179261.8,50584251289.87,2663148395.47,-575715067.22,10297395362.38,,33147052.55,,7662338317.82,22168159368.57,1126582213.92,41775055643.49,8809195646.38,,245136000.0,32397280.0,7752.0,,1691980.7,,,279233012.7,901104348.81,,,,,2350617.67,903454966.48,-624221953.78,,,,,,,0.0,,,,1607488478.75,1607488478.75,-1607488478.75,832584.65,6578317798.5,169970089257.83002,,,,,176548407056.33,定期报告,未审计,20250430,CNY,合并期末,2025-04-29T17:54:07
20241231,,182645203339.89,11060205782.1,,,,,,,3122827833.43,,,,3258097705.14,200086334660.56,10824874163.03,262376929.65,-4585245646.29,,97061751.28,,15352541000.17,77055621533.11,9015412761.18,107622642492.13,92463692168.43,,8550000000.0,92382151.66,715708.44,,5532536.42,,,8648630396.52,4678712053.56,5745136000.0,,,,9984973.67,10433833027.23,-1785202630.71,,,,,,,0.0,,70951027702.94,2164148570.54,116478781.87,71067506484.81,-71067506484.81,-1082747.55,19609900305.36,150360188952.47,164297949257.83002,147360188952.47,5672140000.0,3000000000.0,169970089257.83002,定期报告,是,20250403,CNY,合并期末,2025-04-02T21:15:06
20240930,,129685318970.82,394283234.48,,,,,,,2181721943.36,,,2818171.29,2374170205.15,134638312525.1,8148825214.67,464241534.03,5154820988.02,,66013822.7,,12669415741.48,56721478607.21,6992130399.54,90216926307.65,44421386217.45,,6200000000.0,68399488.96,75010.5,,5532536.42,,,6274007035.88,2874366279.39,4000000000.0,,,,5049812.44,6879416091.83,-605409055.95,,,,,,,0.0,,38942461843.34,156098570.54,46854621.47,38989316464.81,-38989316464.81,-65439.09,4826595257.6,150360188952.47,,,,,155186784210.07,定期报告,未审计,20251030,CNY,合并期末,2024-10-25T18:10:06
20240630,,87093638361.68,11489834329.99,,,,,,,1396614266.27,,,2818171.29,2259241541.83,102242146671.06,4959765138.84,705033679.54,7196590763.0,,27315638.38,,10031971465.62,38982312154.27,4017324018.78,65620312858.43,36621833812.63,,2600000000.0,31308120.34,74525.5,,5232536.42,,,2636615182.26,1530991618.84,4000000000.0,,,,4483784.56,5535475403.4,-2898860221.14,,,,,,,0.0,,38786363272.8,,29276705.27,38815639978.07,-38815639978.07,-698994.84,-5093365381.42,150360188952.47,138266823571.05,147360188952.47,7000000000.0,3000000000.0,145266823571.05,定期报告,未审计,20250813,CNY,合并期末,2024-08-08T19:30:05
20240331,,46257239517.26,-3654295366.51,,,,,,,714694678.58,,,,1228034207.29,44545673036.62,1515871851.97,487441031.54,3486184255.71,,18533470.98,,7199768652.65,20727491111.84,2422960246.84,35358250621.53,9187422415.09,,,27478516.34,66025.5,,5122201.62,,,32666743.46,796091344.46,,,,,3090126.33,799181470.79,-766514727.33,,,,,,,0.0,,,,11756332.28,11756332.28,-11756332.28,-671828.05,8408479527.43,150360188952.47,,,,,158768668479.9,定期报告,未审计,20250430,CNY,合并期末,2024-04-26T20:45:05
20231231,,163699909417.62,-810223002.76,,,,,,,3018786023.42,,,1500047.04,2346196470.63,168256168955.95,11029476036.21,-2051930316.19,1570003429.01,,142896151.21,,13845293907.26,66683472509.22,7943709518.14,101662921234.86,66593247721.09,,7549947301.15,140715000.0,24948352.95,,4605886.63,,,7720216540.73,2619755888.79,14817852800.0,,,,7021867.1,17444630555.89,-9724414015.16,,,,,,,0.0,,58754786730.01,2204530367.41,134315261.93,58889101991.94,-58889101991.94,1718255.65,-2018550030.36,152378738982.83002,147360188952.47,152378738982.83002,3000000000.0,,150360188952.47,定期报告,是,20250403,CNY,合并期末,2024-04-02T22:15:03
20230930,,111254177296.75,-3361253507.79,,,,,,,2334503130.26,,,1500047.04,2281538381.49,112510465347.75,7831989952.73,-1847134165.69,-11235675166.82,,64115879.87,,11136061054.97,49076873862.34,4982226911.69,62508458329.09,50002007018.66,,2000000000.0,129083173.8,934670.0,,3726793.63,,,2133744637.43,1944592847.27,8499520000.0,,,,6071248.1,10450184095.37,-8316439457.94,,,,,,,0.0,,34661430615.94,2112089420.14,63292186.54,34724722802.48,-34724722802.48,634953.85,6961479712.09,152378738982.83002,,,,,159340218694.92,定期报告,未审计,20241026,CNY,合并期末,2023-10-20T19:20:04
20230630,,69072814324.04,-3589535738.78,,,,,,,1762971275.17,,,1500047.04,1541745123.98,68789495031.45,6073709514.8,-2162403201.6,-10295381235.93,,43807861.03,,9000043619.79,32876326545.86,2866213732.54,38402316836.49,30387178194.96,,2000000000.0,127680000.0,806414.0,,1273019.53,,,2129759433.53,1404941586.17,1199520000.0,,,,5439532.7,2609901118.87,-480141685.34,,,,,,,0.0,,32549341195.8,,48152214.51,32597493410.31,-32597493410.31,1917096.54,-2688539804.15,152378738982.83002,144219657178.68,152378738982.83002,5470542000.0,,149690199178.68,定期报告,未审计,20240809,CNY,合并期末,2023-08-02T19:20:04
20230331,,35763459967.03,-5012856829.99,,,,,,,854905882.55,,,,348030470.89,31953539490.48,2909805113.69,114715458.0,-2093439051.47,,11722378.27,,6354715731.7,17181326473.45,2229897092.91,26708743196.55,5244796293.93,,2000000000.0,127680000.0,8776.0,,458960.0,,,2128147736.0,905758713.75,999520000.0,,,,4391444.14,1909670157.89,218477578.11,,,,,,,0.0,,,,23119951.23,23119951.23,-23119951.23,295010.6,5440448931.41,152378738982.83002,,,,,157819187914.24,定期报告,未审计,20240427,CNY,合并期末,2023-04-25T19:45:02
20221231,,140691678592.0,-8916033228.67,,,,,,,3247615476.04,,,33191912.56,2759422171.88,137815874923.81,8357859151.03,723778672.0,13037761321.9,,79226410.98,,11752241598.62,62043324506.36,5123087432.89,101117279093.78,36698595830.03,,,5880000.0,355149.0,,4971762.18,,,11206911.18,5306546416.54,210000000.0,,,,31486829.54,5548033246.08,-5536826334.9,,,,,,,0.0,,57370196191.46,2618815078.45,54332788.37,57424528979.83,-57424528979.83,911088.01,-26261848396.69,178640587379.52,152378738982.83002,178640587379.52,,,152378738982.83002,定期报告,是,20240403,CNY,合并期末,2023-03-30T21:15:03
20220930,,96027635243.02,-13374940274.59,,,,,,,2494928801.24,,,,1898444119.27,87046067888.94,6561177667.14,26828838.0,10452643651.08,,65641070.35,,9455146335.76,48192236166.62,2887057151.24,77640730880.19,9405337008.75,,,,234002.0,,4790542.18,,,5024544.18,2638790403.92,10000000.0,,,,27186576.04,2675976979.96,-2670952435.78,,,,,,,0.0,,29822602393.46,2594515078.45,42243326.19,29864845719.65,-29864845719.65,-708610.26,-23131169756.94,178640587379.52,,,,,155509417622.58,定期报告,未审计,20231021,CNY,合并期末,2022-10-16T15:55:03
20220630,,61157046716.15,-5026191650.21,,,,,,,1800267653.77,,,,1723179411.12,59654302130.83,4532713545.24,61000000.0,11247886714.93,,50862189.65,,7335852481.68,34105323790.19,2331827350.44,59665466072.13,-11163941.3,,,,221262.0,,3911811.48,,,4133073.48,1685915765.38,,,,,23671694.14,1709587459.52,-1705454386.04,,,,,,,0.0,,28293301758.48,2376205078.45,25224760.33,28318526518.81,-28318526518.81,-653212.15,-30035798058.3,178640587379.52,148604789321.22,178640587379.52,,,148604789321.22,定期报告,未审计,20230803,CNY,合并期末,2022-08-02T20:05:02
20220331,,31487970469.66,-9864709556.77,,,,,,,854389920.09,,,,935490531.39,23413141364.37,2655967618.94,64000000.0,2806127192.46,,18295874.34,,5432173619.58,18504128971.88,808507180.96,30289200458.16,-6876059093.79,,,,138168.0,,2573293.48,,,2711461.48,1223212096.34,,,,,19625578.49,1242837674.83,-1240126213.35,,,,,,,0.0,,,,3846050.69,3846050.69,-3846050.69,-396978.09,-8120428335.92,178640587379.52,,,,,170520159043.6,定期报告,未审计,20230426,CNY,合并期末,2022-04-26T20:10:02
20211231,,119320536796.65,7511166145.93,,,,,,,3145747032.91,,,,1643536862.48,131620986837.97,7745959630.9,484244272.0,559089326.28,,163462728.48,,10061366201.66,44609684025.28,4368504506.0,67592310690.6,64028676147.37,,6079930.68,860000.0,2463474.29,,9983452.63,,,19386857.6,3408784532.01,2150000000.0,,,,23048029.93,5581832561.94,-5562445704.34,,,,,,,0.0,,26476019839.37,2240195683.97,88121549.59,26564141388.96,-26564141388.96,-2026542.6,31900062511.47,146740524868.05,178640587379.52,146740524868.05,,,178640587379.52,定期报告,是,20230331,CNY,合并期末,2022-03-31T01:05:03
20210930,,79430259956.96,7493137305.43,,,,,,,2052674613.04,,,,1461387725.5,90437459600.93,6367801390.0,494244272.0,-34826625.24,,43161179.12,,7999992313.32,36555898072.85,2488891642.96,53685162245.01,36752297355.92,,,,6922.33,,6034334.5,,,6041256.83,2251436707.95,2000000000.0,,,,20706785.3,4272143493.25,-4266102236.42,,,,,,,0.0,,26476019839.37,2240195683.97,52271925.65,26528291765.02,-26528291765.02,-1166509.4,5956736845.08,146740524868.05,,,,,152697261713.12997,定期报告,未审计,20221017,CNY,合并期末,2021-10-22T19:05:03
20210630,,50269929498.37,9338597107.3,,,,,,,1355120765.98,,,,1216365944.39,62180013316.04,4277226909.58,-505755728.0,2992718295.4,,20404938.78,,6185449794.6,26175077148.63,1385421224.08,40460542583.07,21719470732.97,,,,,,69900.0,,,69900.0,1853649494.08,2000000000.0,,,,18012885.3,3871662379.38,-3871592479.38,,,,,,,0.0,,26360148944.49,2124324789.09,47975713.76,26408124658.25,-26408124658.25,-732238.31,-8560978642.97,146740524868.05,138179546225.08,146740524868.05,,,138179546225.08,定期报告,未审计,20220803,CNY,合并期末,2021-07-30T19:20:03
20210331,,22300937054.32,918975246.25,,,,,,,615062375.25,,,,207201227.8,24042175903.62,2231815463.24,-8355728.0,2445555966.32,,11559982.82,,4270185142.14,15558830051.79,1017477883.97,25527068762.28,-1484892858.66,,,,,,69900.0,,,69900.0,1410877808.72,,,,,12784295.9,1423662104.62,-1423592204.62,,,,,,,0.0,,,,41557504.17,41557504.17,-41557504.17,-684233.2,-2950726800.65,146740524868.05,,,,,143789798067.4,定期报告,未审计,20220427,CNY,合并期末,2021-04-27T19:25:03
20201231,,107024384560.17,3189100199.87,,,,,,,3075945383.34,,,,221421226.63,113510851370.01,7230646129.19,2978755728.0,-2506406682.56,,107241768.26,,8161813197.26,41622706350.37,4047026186.46,61841782676.98,51669068693.03,,314906521.48,,495904.85,,6675319.03,,,322077745.36,2089769498.78,20000000.0,,,,17535402.3,2127304901.08,-1805227155.72,,,,,,,0.0,,24091029750.51,2704262179.11,36507157.75,24127536908.26,-24127536908.26,380639.36,25736685268.41,121003839599.64,146740524868.05,121003839599.64,,,146740524868.05,定期报告,是,20220331,CNY,合并期末,2021-03-30T20:45:03
20200930,,71348540311.47,-664353212.29,,,,,,,2219089722.05,,,,126872034.54,73030148855.77,5562516255.47,2960000000.0,-3654537843.09,,37046175.51,,6604600455.4,33218589330.94,2990931661.55,47919146035.78,25111002819.99,,314906521.48,,,,,,,314906521.48,1615152863.56,,,,,13637063.22,1628789926.78,-1313883405.3,,,,,,,0.0,,23878305736.27,2491538164.87,,23878305736.27,-23878305736.27,296411.37,-80889910.21,121003839599.64,,,,,120922949689.43,定期报告,未审计,20211023,CNY,合并期末,2020-10-25T14:15:02
20200630,,46446232767.28,-1405731110.91,,,,,,,1461262584.32,,,,86852437.51,46588616678.2,3383088147.36,2992500000.0,-2723483218.23,,30187486.52,,5169052616.78,23225911172.2,1690397033.54,33967653238.17,12620963440.03,,,,,,,,,0.0,964266908.58,,,,,8777283.19,973044191.77,-973044191.77,,,,,,,0.0,,23734215533.06,2347447961.66,,23734215533.06,-23734215533.06,263957.67,-12086032327.13,121003839599.64,108917807272.51,121003839599.64,,,108917807272.51,定期报告,未审计,20210731,CNY,合并期末,2020-07-28T20:10:02
20200331,,21866005985.4,-3013306433.37,,,,,,,715155573.96,,,,50194760.15,19618049886.14,1544584350.49,2800000.0,-2653211669.14,,23971202.07,,3663092993.62,13413959049.77,1119744571.83,17314940498.64,2303109387.5,,,,,,,,,0.0,414462399.75,,,,,5762916.0,420225315.75,-420225315.75,,,,,,,0.0,,451234400.0,451234400.0,,451234400.0,-451234400.0,-1172.09,1431648499.66,121003839599.64,,,,,122435488099.3,定期报告,未审计,20210428,CNY,合并期末,2020-04-28T01:10:03
20191231,,94980138631.64,-437417306.8,,,,,,,3667633965.97,,,,1234081863.41,99444437154.22,5521948744.75,13000000.0,-4503181198.43,,175423942.78,,7669863126.24,39841352755.42,5315417150.9,54233824521.66,45210612632.56,,,,38080.0,,7321070.4,,,7359150.4,3148864661.38,,,,,24180232.27,3173044893.65,-3165685743.25,,833000000.0,833000000.0,,,,833000000.0,,20117402829.22,1853543015.02,,20117402829.22,-19284402829.22,27240.01,22760551300.1,98243288299.54,121003839599.64,98243288299.54,,,121003839599.64,定期报告,是,20210331,CNY,合并期末,2020-04-21T20:55:03
20190930,,66168239672.16,-776984073.86,,,,,,,2837602698.07,,,,1218945029.41,69447803325.78,4090507900.17,3000000.0,-4932859466.67,,142403551.36,,6000867581.28,32541652722.52,4286829075.09,42132401363.75,27315401962.03,,,,,,7321070.4,,,7321070.4,2028039371.11,,,,,19551877.19,2047591248.3,-2040270177.9,,833000000.0,833000000.0,,,,833000000.0,,20121148252.44,1796543015.02,,20121148252.44,-19288148252.44,-53325.92,5986930205.77,98243288299.54,,,,,104230218505.31,定期报告,未审计,20201026,CNY,合并期末,2020-03-13T14:58:48
20190630,,43329084454.18,12093110793.79,,,,,,,1642408720.13,,,,1187058209.18,58251662177.28,2791246885.34,-6950000.0,-35208120.44,,61648544.55,,4577377642.53,24399863418.27,2376763660.6,34164742030.85,24086920146.43,,,,,,4077739.0,,,4077739.0,1124791960.56,,,,,15669396.19,1140461356.75,-1136383617.75,,833000000.0,833000000.0,,,,833000000.0,,19865229837.96,1796543015.02,,19865229837.96,-19032229837.96,-30105.57,3918276585.15,98243288299.54,102161564884.69,98243288299.54,,,102161564884.69,定期报告,未审计,20200729,CNY,合并期末,2020-03-13T14:58:48
20190331,,22758183135.22,-208358622.95,,,,,,,795883152.93,,,,105316978.33,23451024643.53,1766489117.43,-50000.0,-961066350.09,,42783263.06,,3231567940.62,17276670612.12,905419975.81,22261814558.95,1189210084.58,,,,,,613975.0,,,613975.0,609482374.33,,,,,9435384.19,618917758.52,-618303783.52,,,,,,,0.0,,,,,0.0,0.0,-213893.42,570692407.64,98243288299.54,,,,,98813980707.18,定期报告,未审计,20200428,CNY,合并期末,2020-03-13T14:58:48
20181231,,84268695732.62,1010398131.22,,,,,,,3444983166.57,,,,621558368.29,89345635398.7,5298518032.55,3000000.0,920713957.76,,117086309.02,,6653137733.66,32032178125.92,2935766833.07,47960400991.98,41385234406.72,,,,,,11244181.3,,,11244181.3,1606750226.28,,,,,33456659.58,1640206885.86,-1628962704.56,,,,,,,0.0,,16441093160.06,2624173549.23,,16441093160.06,-16441093160.06,29006.86,23315207548.96,74928080750.58,98243288299.54,74928080750.58,,,98243288299.54,定期报告,是,20200422,CNY,合并期末,2020-03-13T14:58:48
20180930,,57619330306.41,8229882388.12,,,,,,,2583282270.91,,,,594104103.42,69026599068.86,3676356107.55,10000000.0,2149145701.58,,86293015.37,,5116193340.71,27578911212.84,2188413775.27,40805313153.32,28221285915.54,,,,,,8410531.3,,,8410531.3,1016477926.63,,,,,15056419.78,1031534346.41,-1023123815.11,,,,,,,0.0,,16435393160.06,2618473549.23,,16435393160.06,-16435393160.06,72700.05,10762841640.42,74928080750.58,,,,,85690922391.0,定期报告,未审计,20191016,CNY,合并期末,2020-03-13T14:58:48
20180630,,34611486701.83,2533121205.32,,,,,,,1711480390.14,,,,488566388.95,39344654686.24,2276635677.35,10000000.0,-7379011885.99,,42180573.87,,3972027077.2,21509649014.42,1178143267.2,21609623724.05,17735030962.19,,,,,,815707.0,,,815707.0,716639810.98,,,,,23957573.0,740597383.98,-739781676.98,,,,,,,0.0,,13854919610.83,38000000.0,,13854919610.83,-13854919610.83,-17133.02,3140312541.36,74928080750.58,78068393291.94,74928080750.58,,,78068393291.94,定期报告,未审计,20190718,CNY,合并期末,2020-03-13T14:58:48
20180331,,19366093290.61,-1809974336.71,,,,,,,338897961.0,,,,507166841.01,18402183755.91,1341387609.24,-7750000.0,-4871077423.88,,34407044.7,,2360121443.8,14032023758.85,577570615.73,13466683048.44,4935500707.47,,,,,,150230.0,,,150230.0,574638851.37,,,,,17422337.15,592061188.52,-591910958.52,,,,,,,0.0,,,,,0.0,0.0,-8537.68,4343581211.27,74928080750.58,,,,,79271661961.85,定期报告,未审计,20190425,CNY,合并期末,2020-03-13T14:58:48
20171231,,64421479343.02,-316204577.99,,,,,,,2722025536.31,,,,542162210.47,67369462511.81,4875768504.16,-28393350.8,8727170068.53,,146330216.72,,5489606122.48,23065648503.05,2940296363.54,45216426427.68,22153036084.13,,,,16450.0,,21430672.95,,,21447122.95,1125017192.45,,,,,17075145.1,1142092337.55,-1120645214.6,,6000000.0,6000000.0,,,,6000000.0,,8905177880.8,379363405.61,,8905177880.8,-8899177880.8,72948.86,12133285937.59,62794794812.99,74928080750.58,62794794812.99,,,74928080750.58,定期报告,是,20190329,CNY,合并期末,2020-03-13T14:58:48
20170930,,48901003501.12,1119829586.02,,,,,,,1902470710.34,,,,579053392.17,52502357189.65,3385873042.93,-32393350.8,828004708.44,,117837629.18,,4411221320.9,19059728251.36,1945318389.45,29715589991.46,22786767198.19,,,,16450.0,,18116011.35,,,18132461.35,756994453.84,,,,,8913220.86,765907674.7,-747775213.35,,6000000.0,6000000.0,,,,6000000.0,,8899177880.8,373363405.61,,8899177880.8,-8893177880.8,80097.42,13145894201.46,62794794812.99,,,,,75940689014.45,定期报告,未审计,20181029,CNY,合并期末,2020-03-13T14:58:48
20170630,,28152402920.57,-1989660145.95,,,,,,,1258038556.05,,,,433271070.21,27854052400.88,2145743960.98,167606649.2,546566507.44,,64186151.31,,3405303499.19,13284387765.88,1304897456.52,20918691990.52,6935360410.36,,,,,,17435431.35,,,17435431.35,480999293.66,,,,,7124750.86,488124044.52,-470688613.17,,6000000.0,6000000.0,,,,6000000.0,,370000000.0,370000000.0,,370000000.0,-364000000.0,68369.3,6100740166.49,62794794812.99,68895534979.48,62794794812.99,,,68895534979.48,定期报告,未审计,20180802,CNY,合并期末,2020-03-13T14:58:48
20170331,,17391210439.62,-233390241.02,,,,,,,516839506.62,,,,259991440.64,17934651145.86,1339616768.43,186531004.46,-117649933.54,,27924391.15,,2374274685.57,7476603778.66,538375354.57,11825676049.3,6108975096.56,,,,,,13335955.06,,,13335955.06,307369260.11,,,,,6306387.06,313675647.17,-300339692.11,,,,,,,0.0,,,,,0.0,0.0,10268.61,5808645673.06,62794794812.99,,,,,68603440486.05,定期报告,未审计,20180428,CNY,合并期末,2020-03-13T14:58:48
20161231,,61012964102.54,4811196033.0,,,,,,,1265842778.44,,,,189142723.95,67279145637.93,2773020403.27,42393350.8,2340362436.74,,115962455.33,,4674154236.66,17510516331.2,2371486776.88,29827895990.88,37451249647.05,,,,92084.5,,5562351.19,,,5654435.69,1019178136.92,,,,,88977102.97,1108155239.89,-1102500804.2,,16000000.0,16000000.0,,,,16000000.0,,8350512252.23,532067286.55,,8350512252.23,-8334512252.23,72317.8,28014308908.42,34780485904.57,62794794812.99,34780485904.57,,,62794794812.99,定期报告,是,20180328,CNY,合并期末,2020-03-13T14:58:48
20160930,,46386049733.35,6513496165.39,,,,,,,876168671.33,,,,50756687.76,53826471257.83,1690057834.95,154228431.78,1593510450.03,,81430785.99,,3702135185.6,12916742077.71,1153033860.08,21291138626.14,32535332631.69,,,,75180.0,,5447356.0,,,5522536.0,775269285.34,,,,,3740639.78,779009925.12,-773487389.12,,,,,,,0.0,,8284063910.35,532067286.54,,8284063910.35,-8284063910.35,129834.15,23477911166.37,34780485904.57,,,,,58258397070.94,定期报告,未审计,20171026,CNY,合并期末,2020-03-13T14:58:48
20160630,,25749880783.76,1712069372.82,,,,,,,572550105.67,,,,39694537.32,28074194799.57,1304317657.36,-156039425.53,943737469.24,,37317596.28,,2698571545.01,8862965658.95,779362014.27,14470232515.58,13603962283.99,,,,73845.0,,3956396.91,,,4030241.91,496606045.55,,,,,62932043.91,559538089.46,-555507847.55,,,,,,,0.0,,3283073780.99,508507286.54,,3283073780.99,-3283073780.99,92483.7,9765473139.15,34780485904.57,44545959043.72,34780485904.57,,,44545959043.72,定期报告,未审计,20170728,CNY,合并期末,2020-03-13T14:58:48
20160331,,15490821766.28,991023712.88,,,,,,,220683353.98,,,,25710726.48,16728239559.62,874194565.59,120000000.0,975793267.2,,32118367.63,,1617022189.58,5171171353.86,501895480.78,9292195224.64,7436044334.98,,,,117322.0,,2153315.11,,,2270637.11,367086565.33,,,,,56529387.61,423615952.94,-421345315.83,,,,,,,0.0,,508507286.54,508507286.54,,508507286.54,-508507286.54,88199.83,6506279932.44,34780485904.57,,,,,41286765837.01,定期报告,未审计,20170425,CNY,合并期末,2020-03-13T14:58:48
